,Unnamed: 0,Title,City,MinSalary,MaxSalary,company,Date,Expirience,Employment,Work_schedule,Descriptions,Duties,Requirements,Terms,Key_skills,Days
343,343,Project manager,Санкт-Петербург,90000.0,99315.0,Наблюдательные приборы,2020-12-02T11:32:58+0300,От 3 до 6 лет,Полная занятость,Полный день," ООО «Наблюдательные приборы» - ведущий российский поставщик оборудования для фото и видеостудий, а также оптических приборов – биноклей, прицелов, телескопов и микроскопов в связи с расширением штата приглашает в свою команду  Руководителя   IT   отдела  ","   Разработка IT-архитектуры для бизнеса   Выбор программных продуктов и поставщиков, учет интеграции с существующими системами   Настройка синхронизации и обеспечение бесперебойной работы информационных ресурсов   Руководство проектами: 1С УТ (доработки и новые модули), 1С-Битрикс (доработки и новый функционал сайтов), 1С:Управление сервисным центром (внедрение и дальнейшая поддержка)   Планирование, обоснование и контроль расходования IT-бюджета   Консультации руководителей отделов и сотрудников по работе в конфигурациях 1С 8.3. УТ, 1С-Битрикс, обучение, написание инструкций (своими силами или с привлечением сторонних специалистов)   Установка, настройка, интеграция с 1С торгового оборудования – кассовые аппараты, он-лайн кассы, банковские терминалы, терминалы сбора данных, сканеры и пр., поддержка работы оборудования при сбоях и обновлениях (своими силами или с привлечением сторонних специалистов)   Осуществление закупок ПО, оборудования, техники   Решение вопросов подключения и настроек сервисов 1С-Отчетность, ЭДО, ЭПЦ   ","   Навыки доработки и программирования 1С 8.3. УТ и опыт интеграции дополнительных модулей и торгового оборудования.   Успешно реализованные проекты в области автоматизации бизнес-процессов с помощью продуктов компании 1С.   Опыт руководства ИТ- отделом в торговой компании с количеством IT- пользователей от 60 человек.   Системное мышление, разумная педантичность, стрессоустойчивость.   ","   Стабильная официальная заработная плата от 90 000 на руки (обсуждается с кандидатом на собеседовании в зависимости от опыта работы)   Гибкий график работы - с 9-00 до 17-00 или с 10-00 до 18-00, пятидневная рабочая неделя, суббота-воскресенье - выходные дни.   Официальное трудоустройство.   ДМС при стаже работы в компании от одного года.   ", 1С: Управление Торговлей; 1С-Битрикс; Руководство коллективом; Обновление конфигурации 1С; Системная интеграция; Планирование; Системное мышление; Написание процедур;,44
344,344,Project manager,Москва,88545.0,100000.0,Messapps,2020-12-01T00:05:59+0300,От 1 года до 3 лет,Полная занятость,Удаленная работа," Данная вакансия подразумевает регулярное общение с клиентами на английском языке, поэтому  рассматриваем кандидатов только со свободным английским . Спасибо! ",,,, Agile Project Management; Английский язык; Scrum; Product Management; Project management;,45
345,345,Project manager,Москва,88545.0,114068.0,"EPAM Systems, Inc.",2020-12-03T16:14:12+0300,Более 6 лет,Полная занятость,Полный день, Project Manager is a person who takes full responsibility of success of the project delivery. Results relentlessly is his guideline. End-to-end full cycle project is a field of application of his skills and knowledge. ,,,, Atlassian Jira; Agile Project Management; Управление проектами; Внутренние коммуникации; Организаторские навыки;,43
346,346,Product manager,Санкт-Петербург,50000.0,175000.0,IT-Expert,2020-12-02T14:12:55+0300,От 1 года до 3 лет,Частичная занятость,Удаленная работа," Петербургская IT-аутсорсинговая компания с 9-летней историей «ITSPB», в связи с расширением линейки услуг, ищет удаленного менеджера по продажам для активного поиска и привлечения новых клиентов. ","     Активный поиск и привлечение новых клиентов с помощью обзвона (как теплые, так холодные звонки)       Сбор базы для обзвона       Консультирование клиентов по услугам компании       Подготовка коммерческих предложений       Ведение отчетности     ", ,, Холодные продажи; Телефонные переговоры; Грамотная речь; Активные продажи; Холодные звонки;,44
347,347,Project manager,Москва,88545.0,114068.0,"АБСОЛЮТ, Группа",2020-12-01T17:48:13+0300,Более 6 лет,Полная занятость,Полный день, ,"   Руководство проектами по разработке и внедрению программного обеспечения и инфраструктурными проектами.   Ответственность за реализацию, внедрение и эффективное управление проектом на протяжении всего жизненного цикла проекта.   Достижение проектных целей в рамках утверждённых базовых параметров проекта (содержания, сроков и бюджета) и заданного уровня качества.   Разработка, согласование и своевременное обновление плана проекта.   Разработка, согласование, контроль бюджета проекта.   Мониторинг хода исполнения проекта, прогнозирование отклонений и принятие своевременных мер по их устранению.   Решение проблем и работа с рисками, возникающих в проекте.   Координация действий и коммуникаций между всеми участниками проекта и его заинтересованными сторонами.   Разработка, утверждение и актуализация проектной документации.   Подготовка отчетности о ходе реализации проектов.   Проведение опытной эксплуатации (организация пользовательского тестирования) и приемки ПО.   Координация работы бизнес и ИТ подразделений при аналитике, разработке, доработке, тестировании, вводе проектных ИТ решений в опытно-промышленную и промышленную эксплуатацию.   ","   Высшее образование (техническое или экономическое желательно),   Опыт работы в управлении проектами либо руководящая позиция.   Уверенный пользователь ПК, офисное ПО, специализированное ПО для ведения проектов.   Наличие реализованных проектов по автоматизации \ ИТ-проектов. Как преимущество, реализация проектов и развитие систем Service Desk, Омниканальность, CRM, RPA.   Опыт работы в страховом, финансовом или IT секторе будет преимуществом.   ","   График работы 5/2 с 9.00 до 18.00, сокращенный рабочий день в пятницу до 16.45 (частично удаленная работа);   современный комфортабельный офис в 5 минутах пешей доступности от ст.м. Автозаводская;   конкурентная заработная плата + система мотивации;   бесплатный спорт (танцы, йога, стретчинг, бег, футбол, волейбол, велоспорт);   обучение от компании (тренинги, семинары, участие в конференциях и др.);   скидки на все страховые продукты компании;   скидки на услуги компаний-партнеров (фитнес, туризм, банки и др.);   насыщенная корпоративная жизнь.   ", Управление проектами; MS Project; MS Visio; CRM; ServiceDesk;,45
348,348,Project manager,Москва,88545.0,114068.0,Современные Логистические Решения,2020-12-03T17:03:30+0300,От 3 до 6 лет,Полная занятость,Полный день, Компания  ООО «Современные логистические решения»  - создает цифровую экосистему для эффективного управления цепями поставок любой сложности. ,"   Управление ИТ-проектом: создание план-графика работ, контроль выполнения задач, взаимодействие с клиентом, product-owner, внутренней командой, внешними подрядчиками.   Управление бюджетом проекта.   Ведение отчетности и документации.   Реализация и контроль выполнения ключевых процессов: управление требованиями, управление рисками, управление ресурсами и координация распределенных команд, поддержка pre-sale, взаимодействие с коммерческим блоком, идентификация бизнес-потребностей Клиента.   ","   Опыт управления ИТ-проектами.   Знание стандартов и методологии управления проектами и жизненного цикла разработки.   Понимание концепций и задач продуктовой разработки.   Мультизадачность, опыт ведения нескольких проектов параллельно.   ","   Тихий уютный офис в пяти минутах ходьбы от м. «Пушкинская», возможность работать из дома.   ", Управление проектами; Работа в команде; Управление рисками; управление проектами по внедрению; продуктовая разработка;,43
349,349,IT Юрист,Санкт-Петербург,100000.0,130000.0,Управление Недвижимостью,2020-12-02T15:11:33+0300,От 3 до 6 лет,Полная занятость,Полный день, ОПЫТ 3-5 лет , ⁃ Подготовка Соглашений с пользователями мобильных приложений в соответствии с требованиями AppStore и Google Play; ," ⁃ Отличное знание гражданского, налогового и трудового законодательства ", ⁃ Полностью белая зарплата , Ведение переговоров; Английский язык; Сопровождение сделок; Документальное сопровождение; Грамотная речь; Согласование договоров; Знание иностранных языков; Точность и внимательность к деталям; Коммерческая недвижимость; Google Docs;,44
350,350,Программист,Москва,35000.0,140000.0,ЧУ ДО Московская школа программистов,2020-12-02T15:17:47+0300,От 1 года до 3 лет,Частичная занятость,Удаленная работа," ЧУ ДО ""Московская школа программистов"" приглашает в свою команду   Преподавателей IT курсов, программирования, информатики с высоким     уровнем знания английского языка.   ",,,"   Оформление по ТК РФ;   Ежегодный оплачиваемый отпуск 42 дня;   Гибкий график работы: по будням в интервале с 15:30 до 20:15, по выходным с 9:15 до 20:15;   Корпоративное обучение до приема на работу — вы сможете эффективно работать с детьми, даже если не преподавали прежде;   Программа адаптации, которая поможет максимально быстро и комфортно освоиться на новом месте;   Регулярные обучающие мероприятия в ходе работы — вы сможете развивать и педагогические, и предметные компетенции;   Вознаграждения за достижения в профессиональной сфере — высокая производительность заслуживает поощрения!   После прохождения испытательного срока – ДМС (включены хорошие платные поликлиники Москвы и МО);   Возможность карьерного роста в связи с динамичным развитием Школы;   Всем сотрудникам и их детям предоставляется возможность проходить бесплатное обучение в Школе программистов.   ", Python; Преподаватель; Java; C#; Scratch; Математика;,44
351,351,Product manager,Москва,80000.0,112500.0,Инсайрес,2020-12-02T11:48:21+0300,От 3 до 6 лет,Полная занятость,Полный день,  Наша Компания с радостью приглашает тебя на постоянную работу –   , - Активные продажи; ,,,,44
352,352,IT Специалист,Москва,50000.0,76380.0,Медицина,2020-12-01T17:59:34+0300,От 3 до 6 лет,Частичная занятость,Гибкий график, ,"     Инвентаризация it инфраструктуры компании (численность сотрудников менее 20 человек ) с созданием и поддержкой списка ее элементов;       Разработка регламентов и правил для пользователей, разработчиков и провайдеров IT инфраструктуры компании в интересах стабильной эксплуатации и устойчивого развития;       Внесение предложений о внедрении инноваций в процессы компании. Руководство проектами по внедрению;           Контроль процессов обучения персонала и тестирования функционала информационных систем компании;       Участие в реинжиниринге ИТ и бизнес-процессов компании;           Тесное взаимодействие с другими ИТ подразделениями холдинга;     Контроль владения лицензионными контрактами   Самостоятельно либо через аутсорсеров     Установка, настройка и поддержка работоспособности серверного оборудования и систем хранения данных           Установка, настройка и поддержке работоспособности каналообразующего оборудования       Организация, настройка и поддержка работоспособности каналов информационного обмена с подразделениями и организациями филиальной сети.           Организация, настройка и поддержка работоспособности инфраструктуры филиальной сети           Настройка облачной IP ATC, почты, saas решений, учетных систем и прочих           Установка, настройка и поддержка работоспособности систем резервного копирования данных, установка, настройка и поддержка работоспособности сетевого оборудования,организация и поддержка работоспособности интеграционных решений с внешними информационными ресурсами           Подготовка технических заданий и оформление проектной документации     ", -Опыт администрирования Linux и Windows серверов ,"   частичная занятость, гибкий график   офис рядом с метро Войковская   ", Linux; Active Directory; Администрирование серверов Windows; Администрирование серверов Linux; Управление проектами;,45
353,353,IT копирайтер,Санкт-Петербург,50000.0,30000.0,Сервер Молл,2020-12-03T19:55:32+0300,От 1 года до 3 лет,Полная занятость,Полный день," Мы поставщики серверного и активного оборудования известных мировых брендов: HPE, Dell, Lenovo и Cisco. Первые в России по продаже восстановленных серверов в соответствии со стандартами полного цикла. За пять лет мы выросли из маленькой компании до уверенного игрока рынка. Смогли занять позиции не только в России и странах ЕАЭС, но и в Европе. ",,     Никаких ашыпаг в тексте. 100% грамотность.       Быстрая обучаемость и высокая эффективность.       Стрессоустойчивость и умение обрабатывать огромные объёмы поступающей информации.       Опыт работы копирайтером или техническим писателем от 2 лет. Преимуществом будет релевантное портфолио.     ,"   Официальное оформление по ТК РФ.   Работа в офисе. Сотрудник на удаленке не рассматривается.   Пятидневка с 10 до 19. Или 9 до 18.   Молодой, дружный и мотивированный коллектив.   Обучение специфике работы за счет компании, тренинги.   2-х недельный отпуск два раза в год.   Просторный офис в стиле лофт в 10 минутах от м. Ладожская   ", SEO-копирайтинг; Грамотность; Копирайтинг; Написание текстов; Английский язык; Написание статей;,43
354,354,IT-рекрутер,Москва,80000.0,148545.0,ОТС,2020-12-03T14:43:27+0300,От 1 года до 3 лет,Полная занятость,Полный день," SalesTech-система OTC для совершения сделок в корпоративном и государственном секторе. В системе зарегистрированы более 300 тысяч организаций, заключено сделок более чем на 0.5 трлн рублей. ",,,, Рекрутмент; Подбор персонала; Адаптация; Адаптация персонала; Корпоративная культура; Организация мероприятий; MS PowerPoint; IT Recruitment;,43
355,355,IT Специалист,Москва,50000.0,60000.0,Благотворительное собрание Все вместе,2020-12-03T13:34:29+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ЖИВИ СЕЙЧАС""  ищет в свою команду Специалиста технической поддержки (IT специалиста). ",,"   Понимание, что вы идете работать в сферу благотворительности;   Понимание общих принципов функционирования SEO и CMS;   Опыт работы с сайтами на базе платформ Wordpress, Tilda;   Опыт тех. организации онлайн-мероприятий;   Опыт работы с CRM-системами и виртуальными АТС;   Знание возможностей и ограничений соц. сетей: ВКонтакте, Facebook, Instagram, Одноклассники, YouTube, Twitter и др.   Знание и умение администрирования компьютеров на базе ОС Mac OS и Windows.   ","     полная занятость с графиком работы с 10:00 до 19:00;       5 дней в неделю: 1 день (вторник) в офисе обязательно (м. Таганская), 4 дня при желании удаленно;       3 месяца - испытательный срок;       1 неделя - неоплачиваемая стажировка (чтобы мы поняли что подходим друг другу);       официальное трудоустройство;       зарплата: 50 000 руб. на время испытательного срока, после – 60 000 руб. (на руки).     ",,43
356,356,IT-рекрутер,Санкт-Петербург,40000.0,100000.0,Intella,2020-12-02T13:56:50+0300,Нет опыта,Полная занятость,Полный день, Привет! Мы – Intella. ,,,,,44
357,357,IT-рекрутер,Москва,82142.0,148545.0,Тинькофф,2020-12-01T10:52:06+0300,Нет опыта,Полная занятость,Удаленная работа," Тинькофф активно развивается, появляются новые продукты и сервисы, за которыми стоят разработчики и инженеры. Наша задача заключается в поиске людей на новые проекты. Команда рекрутмента активно работает по множеству направлений, которых становится все больше. Поэтому мы расширяем команду найма. ",   Много поиска и ресерча   Общение с кандидатами и заказчиками   Ведение простой отчетности   Думать и принимать решения   Не унывать   ,"   Опыт работы ресерчером или рекрутером важен, но не обязателен   Наличие кругозора в сфере разработки ПО   Опыт работы в КА - хорошо, в продуктовой команде - отлично   Умение анализировать   Любовь к жизни и позитивный настрой   ",,,45
358,358,IT Директор,Москва,121666.0,151250.0,Шеф Маркет,2020-12-01T17:53:50+0300,Более 6 лет,Полная занятость,Полный день," ""Шеф Маркет""-один из лидеров FoodTech на российском рынке в поиске СТО. ",   Требования:  ,"     Высшее образование (физ-мат, техническое, / IT); Приветствуется непрерывное самообразование.        Предпочтение отдается кандидатам из высокотехнологических стартапов.        Подтвержденный опыт управления в IT-разработке, создание эффективных продуктов, которые приносят пользу клиентам до настоящего времени.       Карьерный путь от разработчика или тестировщика. Хорошие управленческие навыки. Опыт руководящей работы в IT-сфере от 2 лет.       Опыт руководства проектами с широким спектром технологий.       Знание современных методик и практик организации IT-деятельности       Знание английского языка на уровне чтения технической документации       PHP, Lavarel, PostgreSQL, API, extJs TypeScript, JS, HTML, CSS, Nuxt.js + Vue.js, Vue.js, Nginx Java, Kotlin, Android SDK, JetPack, RX, RetroFit, CleanArch, Dagger2, Glide Swift, Objective-C, iOS SDK, Alamofire, SDWebImage       Практический навык работы с различными таск-трекерами, 1С           Хорошо развитые управленческие навыки и лидерство;       Способность погружаться до микрозадач с целью выстраивания процессов на базовом уровне, при необходимости;       Умение структурировать и приоритезировать задачи       Умение выстраивать систему, документировать процессы;       Любовь к деталям и внимательность;       Стремление к достижению и развитию;       Проактивность и позитивный настрой     ","     Работа в динамичной компании - лидере рынка food-tech. Оборот в 2020 &gt;1 млрд руб, планы по росту выручки х6 в ближайшие 4-5 лет       Широкий спектр интересных и амбициозных задач, возможность развивать себя и бизнес       Быстрая реализация интересных идеи, без бюрократии;       Официальное трудоустройство;       Гибкий подход к управлению рабочему времени;       Возможность профессионального и карьерного роста.     ", Objective-C; iOS; Java; Android; Jetbrains Phpstorm; PHP; CSS; PostgreSQL; SDWebImage; Dagger2; Alamofire; TypeScript; Kotlin; JetPack; RetroFit; CleanArch; Стратегическое мышление; руководство командой разработчиков; Системный подход;,45
359,359,HR manager,Москва,92727.0,113750.0,QSOFT,2020-12-01T18:46:24+0300,От 1 года до 3 лет,Полная занятость,Полный день," QSOFT — первый в России digital-интегратор с экспертизой в A.I. и Machine Learning. Один из лидеров веб-разработки и крупных внедрений в Рейтинге Рунета, Tagline, Ruward. С 2005 года мы разрабатываем высоконагруженные и технически сложные веб-проекты и решения для автоматизация бизнеса: интернет-магазины, личные кабинеты, корпоративные порталы, digital workplace. Сегодня мы взяли курс на омниканальность и интеграцию Digital-профиля клиента со всеми системами компании.Среди заказчиков QSOFT — крупнейшие банки и ритейлеры страны, страховые и производственные компании. В московском офисе компании трудится более 200 высококлассных специалистов. Наш технологический стек постоянно расширяется. Хотите принимать участие в создании крупнейших веб-проектов, аналогов которым нет в России? Будем рады видеть вас в нашей активной и амбициозной команде! Мы предлагаем уникальную возможность начать свою профессиональную карьеру в одной из лидирующих компаний отрасли и приобрести опыт работы с крупнейшими клиентами. ",,"     Опыт работы в кадровом агентстве или инхаус, ЛИБО образование/курсы/самообразование по HR. То есть мы готовы рассмотреть как без опыта в HR, так и с опытом работы HR'ом в других, не-ИТ бизнесах. Например, мы будем рады желающим перейти из массового подбора в ИТ подбор, будем рады тем, кто работал в крупных колл-центрах с KPI на время - скорость и быстрота реакции пригодятся!       Можно БЕЗ опыта в ИТ (по ИТ готовы обучить). Но с большим желанием!;       Осознанное желание заниматься именно ИТ рекрутментом.       Желательно: Кругозор в ИТ сфере: понимание ролей, аббревиатур, жизненного цикла ПО, специфики подбора ИТ специалистов и этого рынка;       Готовность, умение и любовь к гуглению обязательны! Нам нужны любопытные, увлеченные IT HR сферой люди. А мы дадим возможности для обучения, развития, самореализации - разнообразные вакансии, курсы, материалы, наставничество!       Навыки продаж и презентации, дипломатичность, стрессоустойчивость. Любовь к людям и высокий уровень эмпатии;       Ответственность, инициативность, умение отстаивать свое мнение и работать на результат;       Грамотность устная и письменная, близкая к 100%. Способность оперировать большими объемами информации.     ","     Уровень заработной платы определяется по итогам собеседования;       Работа в ведущей компании Рунета;       Профессиональный коллектив и возможности для развития;       Соблюдение ТК РФ;       Минимум бюрократии;       Офис в центре города, в шаговой доступности от м. Китай-город, м. Чистые пруды, м. Курская;       Рабочий график 5/2 с 9.00 - 18.00 или c 10.00 - 19.00     ",,45
360,360,IT Юрист,Москва,45000.0,90000.0,Qlean,2020-12-03T16:53:04+0300,От 3 до 6 лет,Полная занятость,Полный день," Основная задача  Qlean  — забрать все домашние дела пользователей на себя и помочь им заниматься тем, что они действительно любят. ",,,, Корпоративное право; Договорная работа; Бизнес-моделирование; Бизнес-консультирование; Согласование договоров;,43
361,361,Project manager,Санкт-Петербург,30000.0,35000.0,ГЕТ ЭЙТ,2020-12-02T12:23:57+0300,Нет опыта,Полная занятость,Полный день," Компания  Get8  выполняет проекты по автоматизации бизнес-процессов продаж и маркетинга. Мы входим в ТОП 3 партнеров-интеграторов amoCRM, на рынке уже более 5 лет. ",,,"   Молодой коллектив – средний возраст 26 лет   График работы с 10 до 19, 5-дневка   Офис в 5 минутах от м.Адмиралтейская, Садовая, Гостиный двор   Отсутствие бюрократии и формализма   ", Управление проектами; Ведение переговоров; Работа в команде; Бизнес-анализ; Проектный менеджмент;,44
362,362,IT-рекрутер,Москва,120000.0,150000.0,Геймгард,2020-12-01T15:24:50+0300,От 1 года до 3 лет,Полная занятость,Полный день,  LegionFarm ищет IT Рекрутера!  ,,,, Английский язык; Подбор персонала; Рекрутмент; IT Recruitment; Recruitment; Ведение переговоров; Управление персоналом;,45
363,363,IT-рекрутер,Москва,115000.0,148545.0,HFLabs,2020-12-01T12:54:57+0300,От 1 года до 3 лет,Полная занятость,Удаленная работа," HFLabs повышает качество клиентских данных в крупных и очень крупных компаниях. Специализируемся на банках, страховых, телекоме, ритейле. Среди постоянных клиентов — Сбербанк, ВТБ, Альфастрахование, Мегафон, МТС, Лента. Работаем с 2005 года. ",,"   Успешный опыт закрытия вакансий программистов и тестировщиков за последний год (желательно, java-программисты).   Знание современных каналов поиска и последних трендов в области IT-рекрутинга.   Техническая грамотность: знание названий языков, фреймворков, технологий, понимание областей их применения.   Английский на рабочем уровне.   Желание учиться и разбираться в сложных позициях.   Коммуникативные навыки, организованность, самостоятельность.   ","   Возможен гибкий график,   Удаленная работа или тихий офис на м. Парк Культуры (кабинеты, а не open space).   Курсы и конференции по специальности.   ", Рекрутмент; Java EE; Java Servlets; Подбор персонала; JSP;,45
364,364,Project manager,Москва,120000.0,114068.0,РИИТ,2020-12-02T09:08:26+0300,От 3 до 6 лет,Полная занятость,Полный день, ,"   Ведение проектов по разработке и установке программно-аппаратных комплексов в рамках НИР и НИОКР.   Взаимодействие с заказчиком на этапе продажи: сбор требований, подготовка КП, оценка сроков и стоимости работ.   Контроль сроков, формальных документов и степени удовлетворенности заказчика текущими результатами.   Управление проектами: подготовка проектных документов, взаимодействие с руководителями ресурсных подразделений, контроль исполнения работ соисполнителями, коммуникации с заказчиком, соисполнителями и командой, сдача-приемка работ по проекту.   ",,"     Оклад - от 120 тыс. руб. в мес.       Работа в офисе или удалённая (по договоренности), стабильная занятость на 100 %, график гибкий (по договорённости).       Премии по окончании проекта/этапа проекта.         ", Управление проектами; Планирование; Информационные технологии; Проектный менеджмент; Деловая переписка; Project management; Ведение переговоров; Информационная безопасность;,44
365,365,IT Аналитик,Москва,114066.0,138411.0,СБСОФТ,2020-12-03T16:14:53+0300,От 3 до 6 лет,Полная занятость,Полный день, В команду требуется  Системный аналитик .  ,"   Проведение предпроектного и проектного обследования, уточнение постановки задачи, сбор из различных источников (в т.ч. поиск этих источников), анализ и формализация требований к ПО   Описание бизнес-процессов (в т.ч. в виде схем на основе общепринятых международных методологий и языков моделирования)   Формирование технических требований   Управление требованиями на всех этапах жизненного цикла проектов   Участие во внутреннем тестировании, в опытной эксплуатации, в предварительных и приемочных испытаниях программного продукта в части проверки реализации требований Заказчика   Участие совместно с QA-инженерами в разработке планов тестирования. Согласование ПМИ и планов тестирования   Участие в разработке проектной документации (конкурсная документация, аналитические отчеты, ТЗ,технический проект (ТРП), отчетные документы, эксплуатационная документация, программа и методика испытаний)   Взаимодействие с архитекторами, с разработчиками при разработке проектной документации   Интервьюирование экспертов заказчика для выявления и уточнения требований к ПО.   ",  Условия:  ,"   Офис - БЦ рядом с м. Окружная (3 мин. пешком) / ж/д платформа Окружная ( 5 мин. пешком) / м. Петровско-Разумовская или Владыкино (8-10 мин. пешком)   График работы- пятидневка ( с 9.00 до 18.00 или с 10.00 до 19.00)‚   Уровень заработной платы - по результатам собеседования (зависит от имеющихся знаний и опыта работы),   Оплачиваемые отпуска, б/л.   ", UML; XML; Xsd; JSON;,43
366,366,IT Специалист,Москва,60065.0,76380.0,Опен Вижн,2020-12-01T18:05:11+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"     мониторинг сайтов, торговых площадок, занимающихся проведением государственных и коммерческих тендеров.       поиск и подбор тендера в соответствии с профилем деятельности компании.       регистрация на торговых площадках.       контроль аккредитации на торговых площадках, оплаты доступа к торговым площадкам.       работа на электронных торговых площадках.       контроль оплаты доступа к торговым площадкам.       оформление ЭЦП.       сбор и оформление пакета документов для участия в тендере с последующей подачей в соответствие действующем законодательством (ФЗ-44, ФЗ-223).       контроль сроков подачи заявок на электронную торговую площадку.       контроль за прохождением торгов по каждому этапу на торговых электронных площадках.       оспаривание решений тендерной комиссий, подготовка и участие в рассмотрении жалоб в ФАС.       информационная и деловая переписка.     ","     обязателен опыт работы в аналогичной должности от года.       знание действующего законодательства (ФЗ-44, ФЗ-223).       знание ассортимента компьютерной техники, периферии и общий интерес к IT решениям.       умение работать с большим объемом информации.       нацеленность на результат, своевременное выполнение поставленных задач.       способность работать в режиме многозадачности.     ","   Работа в растущей IT компании.   Молодой, активный, профессиональный коллектив.   Обучение и сертификация за счет компании.   Современный офис, рядом с метро Нагатинская и станцией МЦК Верхние котлы, наличие бесплатной парковки.   Неограниченные возможности дальнейшего профессионального и карьерного роста.   Размер компенсационного пакета, соответствующий знаниям и навыкам соискателя, обсуждается на собеседовании.    ", Деловая переписка; Участие в Тендерах; MS Outlook; Проведение тендеров; Тендеры;,45
